model_id,source_node,source_type,target_node,target_type,condition
doc-3.5,sorts,Activity,the Mail Clerk,Actor,
doc-3.5,sorts,Activity,the unopened mail,Activity Data,
doc-3.5,sorts,Activity,into the various business areas,Further Specification,
doc-3.5,sorts,Activity,distributed,Activity,
doc-3.5,distributed,Activity,The mail,Activity Data,
doc-3.5,distributed,Activity,received,Activity,
doc-3.5,received,Activity,the mail,Activity Data,
doc-3.5,received,Activity,the Registry,Actor,
doc-3.5,received,Activity,opened,Activity,
doc-3.5,opened,Activity,the Registry,Actor,
doc-3.5,opened,Activity,it,Activity Data,
doc-3.5,opened,Activity,sorted,Activity,
doc-3.5,sorted,Activity,the Registry,Actor,
doc-3.5,sorted,Activity,it,Activity Data,
doc-3.5,sorted,Activity,registered,Activity,
doc-3.5,registered,Activity,the Registry,Actor,
doc-3.5,registered,Activity,it,Activity Data,
doc-3.5,registered,Activity,in a manual incoming Mail Register,Further Specification,
doc-3.5,registered,Activity,performs a quality check,Activity,
doc-3.5,performs a quality check,Activity,the Assistant Registry Manager,Actor,
doc-3.5,performs a quality check,Activity,If,XOR Gateway,
doc-3.5,If,XOR Gateway,the mail is not compliant,Condition Specification,conditional
doc-3.5,If,XOR Gateway,Otherwise,XOR Gateway,
doc-3.5,the mail is not compliant,Condition Specification,compiled,Activity,
doc-3.5,compiled,Activity,the Assistant Registry Manager,Actor,
doc-3.5,compiled,Activity,a list of requisition,Activity Data,
doc-3.5,compiled,Activity,sent back,Activity,
doc-3.5,sent back,Activity,the Assistant Registry Manager,Actor,
doc-3.5,sent back,Activity,a list of requisition,Activity Data,
doc-3.5,sent back,Activity,the party,Actor,
doc-3.5,Otherwise,XOR Gateway,captured,Activity,conditional
doc-3.5,captured,Activity,the Assistant Registry Manager,Actor,
doc-3.5,captured,Activity,the matter details,Activity Data,
doc-3.5,captured,Activity,provided,Activity,
doc-3.5,provided,Activity,the Assistant Registry Manager,Actor,
doc-3.5,provided,Activity,the matter details,Activity Data,
doc-3.5,provided,Activity,the Cashier,Actor,
doc-3.5,provided,Activity,takes,Activity,
doc-3.5,takes,Activity,who,Actor,
doc-3.5,takes,Activity,the applicable fees,Activity Data,
doc-3.5,takes,Activity,Meantime,AND Gateway,
doc-3.5,puts,Activity,the Assistant Registry Manager,Actor,
doc-3.5,puts,Activity,the receipt and copied documents,Activity Data,
doc-3.5,puts,Activity,into an envelope,Further Specification,
doc-3.5,puts,Activity,posts,Activity,
doc-3.5,posts,Activity,the Assistant Registry Manager,Actor,
doc-3.5,posts,Activity,it,Activity Data,
doc-3.5,posts,Activity,the party,Actor,
doc-3.5,Meantime,AND Gateway,puts,Activity,conditional
doc-3.5,Meantime,AND Gateway,captures,Activity,conditional
doc-3.5,captures,Activity,the Cashier,Actor,
doc-3.5,captures,Activity,the Party Details,Activity Data,
doc-3.5,captures,Activity,prints,Activity,
doc-3.5,prints,Activity,the Cashier,Actor,
doc-3.5,prints,Activity,the Physical Court File,Activity Data,
doc-5.1,receiving,Activity,a customer request for a loan amount,Activity Data,
doc-5.1,receiving,Activity,assess,Activity,
doc-5.1,assess,Activity,The risk assessment Web service,Actor,
doc-5.1,assess,Activity,the request,Activity Data,
doc-5.1,assess,Activity,If,XOR Gateway,
doc-5.1,If,XOR Gateway,the loan is small and the customer is low risk,Condition Specification,conditional
doc-5.1,If,XOR Gateway,If,XOR Gateway,
doc-5.1,the loan is small and the customer is low risk,Condition Specification,approved,Activity,
doc-5.1,approved,Activity,The risk assessment Web service,Actor,
doc-5.1,approved,Activity,the loan,Activity Data,
doc-5.1,approved,Activity,receives,Activity,
doc-5.1,If,XOR Gateway,the customer is high risk,Condition Specification,conditional
doc-5.1,If,XOR Gateway,If,XOR Gateway,
doc-5.1,the customer is high risk,Condition Specification,denied,Activity,
doc-5.1,denied,Activity,The risk assessment Web service,Actor,
doc-5.1,denied,Activity,the loan,Activity Data,
doc-5.1,denied,Activity,receives,Activity,
doc-5.1,If,XOR Gateway,"the customer needs further review or the loan amount is for $10,000 or more",Condition Specification,conditional
doc-5.1,"the customer needs further review or the loan amount is for $10,000 or more",Condition Specification,sent,Activity,
doc-5.1,sent,Activity,The risk assessment Web service,Actor,
doc-5.1,sent,Activity,the request,Activity Data,
doc-5.1,sent,Activity,the approver Web service,Actor,
doc-5.1,sent,Activity,receives,Activity,
doc-5.1,receives,Activity,The customer,Actor,
doc-5.1,receives,Activity,feedback,Activity Data,
doc-5.1,receives,Activity,the assessor or approver,Actor,
doc-3.3,registered,Activity,a claim,Activity Data,
doc-3.3,registered,Activity,examined,Activity,
doc-3.3,examined,Activity,it,Activity Data,
doc-3.3,examined,Activity,a claims officer,Actor,
doc-3.3,examined,Activity,writes,Activity,
doc-3.3,writes,Activity,The claims officer,Actor,
doc-3.3,writes,Activity,a settlement recommendation,Activity Data,
doc-3.3,writes,Activity,checked,Activity,
doc-3.3,checked,Activity,This recommendation,Activity Data,
doc-3.3,checked,Activity,a senior claims officer,Actor,
doc-3.3,checked,Activity,mark,Activity,
doc-3.3,mark,Activity,who,Actor,
doc-3.3,mark,Activity,the claim,Activity Data,
doc-3.3,mark,Activity,as OK or Not OK,Further Specification,
doc-3.3,mark,Activity,If,XOR Gateway,
doc-3.3,If,XOR Gateway,the claim is marked as Not OK,Condition Specification,conditional
doc-3.3,If,XOR Gateway,If,XOR Gateway,
doc-3.3,the claim is marked as Not OK,Condition Specification,sent back,Activity,
doc-3.3,sent back,Activity,writes,Activity,
doc-3.3,sent back,Activity,it,Activity Data,
doc-3.3,sent back,Activity,the claims officer,Actor,
doc-3.3,If,XOR Gateway,the claim is OK,Condition Specification,conditional
doc-3.3,the claim is OK,Condition Specification,proceeds,Activity,
doc-3.3,proceeds,Activity,the claim handling process,Activity Data,
doc-3.1,sends,Activity,The party,Actor,
doc-3.1,sends,Activity,a warrant possession request,Activity Data,
doc-3.1,sends,Activity,receives,Activity,
doc-3.1,receives,Activity,The party,Actor,
doc-3.1,receives,Activity,The Client Service Back Office,Actor,
doc-3.1,receives,Activity,the request,Activity Data,
doc-3.1,receives,Activity,retrieves,Activity,
doc-3.1,retrieves,Activity,The Client Service Back Office,Actor,
doc-3.1,retrieves,Activity,the SCT file,Activity Data,
doc-3.1,retrieves,Activity,forwarded,Activity,
doc-3.1,forwarded,Activity,The Client Service Back Office,Actor,
doc-3.1,forwarded,Activity,the SCT Warrant Possession,Activity Data,
doc-3.1,forwarded,Activity,Queensland Police,Actor,
doc-3.1,forwarded,Activity,stored,Activity,
doc-3.1,stored,Activity,The SCT physical file,Activity Data,
doc-3.1,stored,Activity,the Back Office,Actor,
doc-3.1,stored,Activity,awaiting,Activity,
doc-3.1,awaiting,Activity,the Back Office,Actor,
doc-3.1,awaiting,Activity,a report,Activity Data,
doc-3.1,awaiting,Activity,to be sent by the Police,Further Specification,
doc-3.1,awaiting,Activity,received,Activity,
doc-3.1,received,Activity,the report,Activity Data,
doc-3.1,received,Activity,retrieved,Activity,
doc-3.1,retrieved,Activity,the Back Office,Actor,
doc-3.1,retrieved,Activity,the respective SCT file,Activity Data,
doc-3.1,retrieved,Activity,attaches,Activity,
doc-3.1,attaches,Activity,Back Office,Actor,
doc-3.1,attaches,Activity,the new SCT document,Activity Data,
doc-3.1,attaches,Activity,stores,Activity,
doc-3.1,stores,Activity,Back Office,Actor,
doc-3.1,stores,Activity,the expanded SCT physical file,Activity Data,
doc-3.1,stores,Activity,receives,Activity,
doc-3.1,receives,Activity,some other MC internal staff,Actor,
doc-3.1,receives,Activity,the physical SCT file,Activity Data,
doc-3.7,searched,Activity,The Police Report,Activity Data,
doc-3.7,searched,Activity,within the Police Report database,Further Specification,
doc-3.7,searched,Activity,put,Activity,
doc-3.7,put,Activity,The Police Report,Activity Data,
doc-3.7,put,Activity,in a file together with the Claim Documentation,Further Specification,
doc-3.7,put,Activity,calculates,Activity,
doc-3.7,calculates,Activity,who,Actor,
doc-3.7,calculates,Activity,an initial claim estimate,Activity Data,
doc-3.7,calculates,Activity,creates,Activity,
doc-3.7,creates,Activity,the claims handler,Actor,
doc-3.7,creates,Activity,an Action Plan,Activity Data,
doc-3.7,creates,Activity,negotiate,Activity,
doc-3.7,negotiate,Activity,a claims manager,Actor,
doc-3.7,negotiate,Activity,a settlement,Activity Data,
doc-3.7,negotiate,Activity,informed,Activity,
doc-3.7,informed,Activity,The claimant,Actor,
doc-3.7,informed,Activity,the outcome,Activity Data,
doc-10.11,requests,Activity,The GO,Actor,
doc-10.11,requests,Activity,the measurements,Activity Data,
doc-10.11,requests,Activity,the MSP,Actor,
doc-10.11,requests,Activity,checks,Activity,
doc-10.11,checks,Activity,The MSP,Actor,
doc-10.11,checks,Activity,the received request,Activity Data,
doc-10.11,checks,Activity,or,XOR Gateway,
doc-10.11,denies,Activity,The MSP,Actor,
doc-10.11,denies,Activity,the request of the GO,Activity Data,
doc-10.11,or,XOR Gateway,denies,Activity,conditional
doc-10.11,or,XOR Gateway,performs,Activity,conditional
doc-10.11,performs,Activity,the MSP,Actor,
doc-10.11,performs,Activity,the measurement,Activity Data,
doc-10.11,performs,Activity,or,XOR Gateway,
doc-10.11,informs,Activity,The MSP,Actor,
doc-10.11,informs,Activity,the GO,Actor,
doc-10.11,informs,Activity,about the failure of the reading,Activity Data,
doc-10.11,or,XOR Gateway,informs,Activity,conditional
doc-10.11,or,XOR Gateway,transmits,Activity,conditional
doc-10.11,transmits,Activity,the MSP,Actor,
doc-10.11,transmits,Activity,the measured values,Activity Data,
doc-10.11,transmits,Activity,the GO,Actor,
doc-10.11,transmits,Activity,processes,Activity,
doc-10.11,processes,Activity,The GO,Actor,
doc-10.11,processes,Activity,the measured values,Activity Data,
doc-10.11,processes,Activity,sends,Activity,
doc-10.11,sends,Activity,The GO,Actor,
doc-10.11,sends,Activity,the changed values,Activity Data,
doc-10.11,sends,Activity,the MSP,Actor,
doc-10.11,sends,Activity,transmit,Activity,
doc-10.11,transmit,Activity,The GO,Actor,
doc-10.11,transmit,Activity,the readings,Activity Data,
doc-10.11,transmit,Activity,the SP,Actor,
doc-5.4,purchases,Activity,An employee,Actor,
doc-5.4,purchases,Activity,a product or service,Activity Data,
doc-5.4,purchases,Activity,submits,Activity,
doc-5.4,submits,Activity,The employee,Actor,
doc-5.4,submits,Activity,an expense report,Activity Data,
doc-5.4,submits,Activity,reviews,Activity,
doc-5.4,reviews,Activity,A supervisor,Actor,
doc-5.4,reviews,Activity,the expense report,Activity Data,
doc-5.4,reviews,Activity,approves or rejects,Activity,
doc-5.4,approves or rejects,Activity,A supervisor,Actor,
doc-5.4,approves or rejects,Activity,the report,Activity Data,
doc-5.4,approves or rejects,Activity,If,XOR Gateway,
doc-5.4,If,XOR Gateway,the supervisor rejects the report,Condition Specification,conditional
doc-5.4,If,XOR Gateway,If,XOR Gateway,
doc-5.4,the supervisor rejects the report,Condition Specification,edit,Activity,
doc-5.4,edit,Activity,the employee,Actor,
doc-5.4,edit,Activity,it,Activity Data,
doc-5.4,If,XOR Gateway,the supervisor approves the report,Condition Specification,conditional
doc-5.4,the supervisor approves the report,Condition Specification,goes,Activity,
doc-5.4,goes,Activity,it,Activity Data,
doc-5.4,goes,Activity,the treasurer,Actor,
doc-5.4,goes,Activity,checks,Activity,
doc-5.4,checks,Activity,The treasurer,Actor,
doc-5.4,checks,Activity,the receipts,Activity Data,
doc-5.4,checks,Activity,If,XOR Gateway,
doc-5.4,If,XOR Gateway,all is in order,Condition Specification,conditional
doc-5.4,If,XOR Gateway,If,XOR Gateway,
doc-5.4,all is in order,Condition Specification,accepts,Activity,
doc-5.4,accepts,Activity,the treasurer,Actor,
doc-5.4,accepts,Activity,the expenses,Activity Data,
doc-5.4,accepts,Activity,confirmed,Activity,
doc-5.4,If,XOR Gateway,receipts are missing or do not match the report,Condition Specification,conditional
doc-5.4,receipts are missing or do not match the report,Condition Specification,sends,Activity,
doc-5.4,sends,Activity,he,Actor,
doc-5.4,sends,Activity,it,Activity Data,
doc-5.4,sends,Activity,the employee,Actor,
doc-5.4,confirmed,Activity,the payment,Activity Data,
doc-1.1,receives,Activity,the sales department,Actor,
doc-1.1,receives,Activity,an order,Activity Data,
doc-1.1,receives,Activity,or,XOR Gateway,
doc-1.1,reject,Activity,A member of the sales department,Actor,
doc-1.1,reject,Activity,the order,Activity Data,
doc-1.1,or,XOR Gateway,reject,Activity,conditional
doc-1.1,or,XOR Gateway,accept,Activity,conditional
doc-1.1,accept,Activity,A member of the sales department,Actor,
doc-1.1,accept,Activity,the order,Activity Data,
doc-1.1,accept,Activity,informed,Activity,
doc-1.1,informed,Activity,A member of the sales department,Actor,
doc-1.1,informed,Activity,the storehouse,Actor,
doc-1.1,informed,Activity,the engineering department,Actor,
doc-1.1,informed,Activity,In the meantime,AND Gateway,
doc-1.1,processes,Activity,The storehouse,Actor,
doc-1.1,processes,Activity,the part list of the order,Activity Data,
doc-1.1,processes,Activity,checks,Activity,
doc-1.1,checks,Activity,The storehouse,Actor,
doc-1.1,checks,Activity,the required quantity of each part,Activity Data,
doc-1.1,checks,Activity,If,XOR Gateway,
doc-1.1,If,XOR Gateway,the part is available in-house,Condition Specification,conditional
doc-1.1,If,XOR Gateway,If,XOR Gateway,
doc-1.1,the part is available in-house,Condition Specification,reserved,Activity,
doc-1.1,reserved,Activity,The storehouse,Actor,
doc-1.1,reserved,Activity,it,Activity Data,
doc-1.1,reserved,Activity,If,XOR Gateway,
doc-1.1,If,XOR Gateway,it is not available,Condition Specification,conditional
doc-1.1,it is not available,Condition Specification,back-ordered,Activity,
doc-1.1,back-ordered,Activity,The storehouse,Actor,
doc-1.1,back-ordered,Activity,it,Activity Data,
doc-1.1,back-ordered,Activity,If,XOR Gateway,
doc-1.1,In the meantime,AND Gateway,processes,Activity,conditional
doc-1.1,In the meantime,AND Gateway,prepares,Activity,conditional
doc-1.1,prepares,Activity,the engineering department,Actor,
doc-1.1,prepares,Activity,everything,Activity Data,
doc-1.1,prepares,Activity,If,XOR Gateway,
doc-1.1,If,XOR Gateway,the storehouse has successfully reserved or back-ordered every item of the part list,Condition Specification,conditional
doc-1.1,the storehouse has successfully reserved or back-ordered every item of the part list,Condition Specification,assembles,Activity,
doc-1.1,assembles,Activity,the engineering department,Actor,
doc-1.1,assembles,Activity,the bicycle,Activity Data,
doc-1.1,assembles,Activity,ships,Activity,
doc-1.1,ships,Activity,the sales department,Actor,
doc-1.1,ships,Activity,the bicycle,Activity Data,
doc-1.1,ships,Activity,the customer,Actor,
